IP Address,DNS Name,Repository,Crit.,High,Med.,Low
10.24.29.88,web-raven-07512.example.internal,LEG-LEGACY-IDM-APP,15,3,5,5
10.24.29.89,batch-raven-07513.corp.local,ALP-ORDER-OPS,25,5,2,5
10.24.29.90,proxy-harbor-07514.assets.local,CHA-DNS-APP,30,4,3,3
10.24.29.91,mon-echo-07515.labs.local,LEG-LEGACY-IDM-APP,12,5,5,5
10.24.29.92,batch-summit-07516.assets.local,ALP-BILLING-SYS,5,4,1,2
10.24.29.93,svc-summit-07517.assets.local,LEG-LEGACY-FIN-OPS,3,4,5,4
10.24.29.94,int-atlas-07518.assets.local,ALP-AUTH-SVC,16,4,3,5
10.24.29.95,cache-zenith-07519.example.internal,CHA-MONITOR-SVC,2,3,4,3
10.24.29.96,svc-orion-07520.test.internal,LEG-LEGACY-IDM-APP,13,5,5,5
10.24.29.97,mon-pixel-07521.example.internal,LEG-LEGACY-CRM-SVC,9,5,5,4
10.24.29.98,worker-nova-07522.labs.local,ALP-PAY-OPS,26,3,4,4
10.24.29.99,int-alpha-07523.ops.local,BRA-WAREHOUSE-SVC,15,3,5,3
10.24.29.100,api-bravo-07524.assets.local,LEG-LEGACY-IDM-APP,14,5,5,1
10.24.29.101,dmz-quartz-07525.ops.local,ALP-NOTIFY-SVC,26,1,5,1
10.24.29.102,worker-ember-07526.corp.local,CHA-EDGE-SVC,12,3,1,3
10.24.29.103,proxy-pixel-07527.example.internal,CHA-JUMP-SVC,10,5,2,2
10.24.29.104,svc-falcon-07528.assets.local,LEG-LEGACY-HR-OPS,23,5,4,3
10.24.29.105,svc-orion-07529.example.internal,CHA-WAF-APP,6,5,4,5
10.24.29.106,edge-cedar-07530.test.internal,ALP-WEB-OPS,18,4,5,3
10.24.29.107,etl-foxtrot-07531.ops.local,LEG-LEGACY-CRM-SVC,10,4,5,2
10.24.29.108,node-atlas-07532.labs.local,ALP-PORTAL-OPS,14,5,4,5
10.24.29.109,mon-raven-07533.assets.local,ALP-PORTAL-OPS,11,4,4,3
10.24.29.110,queue-falcon-07534.labs.local,ALP-SEARCH-APP,10,5,2,3
10.24.29.111,batch-summit-07535.assets.local,ALP-ORDER-OPS,26,5,1,4
10.24.29.112,dmz-nova-07536.ops.local,ALP-REPORT-SYS,19,3,5,2
10.24.29.113,batch-foxtrot-07537.corp.local,ALP-BILLING-SYS,4,1,4,1
10.24.29.114,mon-raven-07538.test.internal,LEG-LEGACY-CRM-SVC,13,5,5,4
10.24.29.115,proxy-cedar-07539.example.internal,LEG-LEGACY-CRM-SVC,9,5,5,5
10.24.29.116,queue-orion-07540.assets.local,ALP-API-APP,17,5,5,4
10.24.29.117,web-zenith-07541.labs.local,BRA-BI-SYS,30,2,2,4
10.24.29.118,jump-echo-07542.test.internal,ALP-AUTH-SVC,19,5,5,5
10.24.29.119,dmz-summit-07543.example.internal,CHA-MONITOR-SVC,0,3,5,5
10.24.29.120,api-nova-07544.assets.local,BRA-REDIS-OPS,6,1,5,5
10.24.29.121,mon-bravo-07545.assets.local,ALP-PROFILE-SYS,18,2,5,2
10.24.29.122,svc-nova-07546.corp.local,CHA-BACKUP-APP,17,1,2,4
10.24.29.123,auth-charlie-07547.ops.local,ALP-API-APP,21,2,5,4
10.24.29.124,int-pixel-07548.test.internal,LEG-LEGACY-ERP-OPS,30,5,5,5
10.24.29.125,jump-raven-07549.assets.local,CHA-PROXY-SYS,30,5,4,3
10.24.29.126,batch-orion-07550.ops.local,LEG-LEGACY-ERP-OPS,29,5,5,1
10.24.29.127,report-pixel-07551.example.internal,CHA-MONITOR-SVC,4,3,5,3
10.24.29.128,portal-zenith-07552.corp.local,BRA-SYNC-APP,9,4,5,1
10.24.29.129,proxy-pixel-07553.corp.local,CHA-JUMP-SVC,8,5,2,4
10.24.29.130,web-falcon-07554.ops.local,LEG-LEGACY-IDM-APP,14,5,5,4
10.24.29.131,int-echo-07555.example.internal,BRA-KAFKA-SVC,18,3,3,5
10.24.29.132,api-vector-07556.labs.local,ALP-API-APP,21,5,5,4
10.24.29.133,auth-summit-07557.example.internal,LEG-LEGACY-CRM-SVC,12,4,4,5
10.24.29.134,svc-foxtrot-07558.example.internal,CHA-PROXY-SYS,30,5,4,4
10.24.29.135,etl-summit-07559.test.internal,BRA-DATA-APP,14,5,4,2
10.24.29.136,app-atlas-07560.assets.local,BRA-INGEST-SYS,10,1,1,4
10.24.29.137,edge-atlas-07561.ops.local,BRA-INDEX-SVC,12,1,1,4
10.24.29.138,queue-zenith-07562.labs.local,CHA-DNS-APP,30,5,4,4
10.24.29.139,queue-alpha-07563.test.internal,CHA-WAF-APP,5,3,2,2
10.24.29.140,svc-matrix-07564.labs.local,BRA-LAKE-SYS,3,1,1,1
10.24.29.141,dmz-zenith-07565.ops.local,ALP-BILLING-SYS,6,2,4,3
10.24.29.142,api-charlie-07566.test.internal,BRA-WAREHOUSE-SVC,21,4,5,4
10.24.29.143,svc-delta-07567.assets.local,CHA-MAIL-OPS,6,1,4,2
10.24.29.144,proxy-atlas-07568.example.internal,LEG-LEGACY-ERP-OPS,30,3,2,4
10.24.29.145,jump-falcon-07569.corp.local,ALP-AUTH-SVC,24,4,4,5
10.24.29.146,web-echo-07570.assets.local,ALP-SEARCH-APP,9,5,3,1
10.24.29.147,queue-vector-07571.labs.local,ALP-ADMIN-SVC,30,4,1,5
10.24.29.148,mon-pixel-07572.corp.local,BRA-CACHE-OPS,13,3,1,2
10.24.29.149,int-cedar-07573.assets.local,ALP-PAY-OPS,25,2,1,1
10.24.29.150,auth-matrix-07574.example.internal,BRA-BI-SYS,26,2,5,3
10.24.29.151,auth-bravo-07575.test.internal,BRA-REDIS-OPS,5,3,1,2
10.24.29.152,portal-zenith-07576.ops.local,LEG-LEGACY-HR-OPS,23,5,5,5
10.24.29.153,proxy-summit-07577.example.internal,BRA-MODEL-APP,5,3,5,3
10.24.29.154,node-zenith-07578.labs.local,LEG-LEGACY-ERP-OPS,26,2,3,5
10.24.29.155,batch-vector-07579.test.internal,CHA-MONITOR-SVC,1,4,3,2
10.24.29.156,mon-raven-07580.corp.local,CHA-JUMP-SVC,10,5,2,5
10.24.29.157,node-ember-07581.labs.local,CHA-BACKUP-APP,23,4,1,3
10.24.29.158,jump-raven-07582.ops.local,LEG-LEGACY-CRM-SVC,13,5,4,4
10.24.29.159,worker-charlie-07583.corp.local,ALP-ADMIN-SVC,27,3,4,1
10.24.29.160,proxy-alpha-07584.test.internal,CHA-WAF-APP,6,5,5,2
10.24.29.161,web-foxtrot-07585.test.internal,BRA-INDEX-SVC,10,1,1,5
10.24.29.162,app-ember-07586.assets.local,LEG-LEGACY-HR-OPS,28,3,4,4
10.24.29.163,etl-orion-07587.example.internal,LEG-LEGACY-IDM-APP,11,4,5,5
10.24.29.164,etl-pixel-07588.ops.local,BRA-DATA-APP,17,5,2,3
10.24.29.165,web-raven-07589.labs.local,LEG-LEGACY-HR-OPS,17,2,5,3
10.24.29.166,node-pixel-07590.test.internal,BRA-INDEX-SVC,10,4,3,2
10.24.29.167,dmz-atlas-07591.labs.local,CHA-VPN-OPS,28,3,3,5
10.24.29.168,db-harbor-07592.test.internal,ALP-BILLING-SYS,5,3,5,3
10.24.29.169,queue-zenith-07593.ops.local,CHA-MONITOR-SVC,2,3,5,5
10.24.29.170,worker-pixel-07594.assets.local,BRA-STREAM-APP,23,5,5,3
10.24.29.171,mon-charlie-07595.labs.local,ALP-API-APP,12,5,5,3
10.24.29.172,api-charlie-07596.example.internal,BRA-REDIS-OPS,7,3,1,1
10.24.29.173,svc-raven-07597.ops.local,BRA-KAFKA-SVC,27,3,1,4
10.24.29.174,dmz-foxtrot-07598.labs.local,ALP-SEARCH-APP,6,2,1,4
10.24.29.175,etl-zenith-07599.test.internal,BRA-POSTGRES-APP,11,3,1,3
10.24.29.176,worker-falcon-07600.example.internal,CHA-BACKUP-APP,22,1,2,2
10.24.29.177,proxy-pixel-07601.assets.local,CHA-WAF-APP,7,3,5,1
10.24.29.178,edge-pixel-07602.test.internal,LEG-LEGACY-ERP-OPS,30,5,2,2
10.24.29.179,db-foxtrot-07603.assets.local,ALP-ORDER-OPS,30,3,1,5
10.24.29.180,worker-falcon-07604.assets.local,ALP-PAY-OPS,30,3,4,4
10.24.29.181,auth-atlas-07605.ops.local,BRA-MODEL-APP,3,5,3,1
10.24.29.182,app-nova-07606.example.internal,BRA-MONGO-SVC,10,2,3,5
10.24.29.183,int-charlie-07607.labs.local,ALP-API-APP,17,3,5,5
10.24.29.184,db-quartz-07608.corp.local,ALP-WEB-OPS,15,4,2,5
10.24.29.185,etl-delta-07609.example.internal,BRA-REDIS-OPS,3,5,2,4
10.24.29.186,portal-atlas-07610.corp.local,ALP-API-APP,17,4,4,5
10.24.29.187,web-matrix-07611.ops.local,ALP-PROFILE-SYS,18,5,5,2
10.24.29.188,batch-delta-07612.example.internal,BRA-BATCH-SYS,13,3,3,5
10.24.29.189,jump-atlas-07613.test.internal,LEG-LEGACY-FIN-OPS,2,3,5,4
10.24.29.190,auth-atlas-07614.ops.local,BRA-REDIS-OPS,5,1,2,4
10.24.29.191,app-quartz-07615.corp.local,LEG-LEGACY-CRM-SVC,13,4,5,3
10.24.29.192,queue-zenith-07616.assets.local,BRA-MONGO-SVC,14,3,1,5
10.24.29.193,portal-alpha-07617.ops.local,ALP-NOTIFY-SVC,30,4,1,4
10.24.29.194,batch-ember-07618.assets.local,BRA-POSTGRES-APP,12,4,5,1
10.24.29.195,node-summit-07619.example.internal,LEG-LEGACY-HR-OPS,25,5,4,4
10.24.29.196,proxy-vector-07620.assets.local,BRA-LAKE-SYS,3,1,2,5
10.24.29.197,auth-zenith-07621.corp.local,BRA-INDEX-SVC,13,3,1,3
10.24.29.198,dmz-charlie-07622.example.internal,CHA-PROXY-SYS,30,1,5,2
10.24.29.199,node-raven-07623.ops.local,ALP-WEB-OPS,28,4,4,4
10.24.29.200,queue-pixel-07624.ops.local,CHA-PROXY-SYS,30,4,3,3
10.24.29.201,svc-orion-07625.corp.local,BRA-CACHE-OPS,14,5,1,1
10.24.29.202,dmz-nova-07626.assets.local,ALP-BILLING-SYS,3,1,5,1
10.24.29.203,report-atlas-07627.assets.local,BRA-LAKE-SYS,2,3,3,1
10.24.29.204,api-atlas-07628.ops.local,BRA-SYNC-APP,7,5,2,1
10.24.29.205,api-nova-07629.example.internal,BRA-CACHE-OPS,7,4,2,1
10.24.29.206,cache-nova-07630.labs.local,LEG-LEGACY-HR-OPS,18,4,4,5
10.24.29.207,int-harbor-07631.corp.local,CHA-EDGE-SVC,20,2,4,4
10.24.29.208,mon-harbor-07632.labs.local,LEG-LEGACY-ERP-OPS,28,5,5,3
10.24.29.209,app-echo-07633.ops.local,LEG-LEGACY-HR-OPS,23,3,5,3
10.24.29.210,report-zenith-07634.labs.local,CHA-BACKUP-APP,23,2,3,3
10.24.29.211,api-vector-07635.ops.local,LEG-LEGACY-HR-OPS,24,5,3,5
10.24.29.212,report-delta-07636.assets.local,ALP-WEB-OPS,14,5,2,5
10.24.29.213,dmz-echo-07637.labs.local,LEG-LEGACY-ERP-OPS,28,4,4,3
10.24.29.214,edge-bravo-07638.example.internal,CHA-EDGE-SVC,20,2,1,3
10.24.29.215,int-alpha-07639.corp.local,BRA-ETL-APP,13,4,3,2
10.24.29.216,report-atlas-07640.example.internal,LEG-LEGACY-HR-OPS,20,4,3,4
10.24.29.217,dmz-delta-07641.assets.local,LEG-LEGACY-FIN-OPS,2,4,4,5
10.24.29.218,report-orion-07642.ops.local,CHA-DNS-APP,30,5,5,3
10.24.29.219,portal-pixel-07643.ops.local,LEG-LEGACY-HR-OPS,20,5,3,5
10.24.29.220,portal-vector-07644.ops.local,BRA-INDEX-SVC,8,5,5,4
10.24.29.221,cache-nova-07645.assets.local,BRA-MODEL-APP,4,5,4,5
10.24.29.222,int-delta-07646.assets.local,CHA-MONITOR-SVC,2,5,4,5
10.24.29.223,worker-cedar-07647.example.internal,ALP-ORDER-OPS,24,3,4,4
10.24.29.224,svc-delta-07648.test.internal,ALP-AUTH-SVC,17,4,4,4
10.24.29.225,mon-raven-07649.labs.local,ALP-BILLING-SYS,2,1,2,4
10.24.29.226,queue-delta-07650.corp.local,BRA-CACHE-OPS,14,5,4,2
10.24.29.227,web-charlie-07651.assets.local,ALP-ADMIN-SVC,26,1,5,1
10.24.29.228,mon-pixel-07652.ops.local,LEG-LEGACY-IDM-APP,13,5,5,4
10.24.29.229,app-alpha-07653.test.internal,LEG-LEGACY-CRM-SVC,16,5,3,4
10.24.29.230,proxy-atlas-07654.labs.local,BRA-LAKE-SYS,0,1,1,1
10.24.29.231,svc-harbor-07655.ops.local,CHA-DNS-APP,30,3,5,5
10.24.29.232,jump-bravo-07656.test.internal,ALP-SEARCH-APP,12,3,2,5
10.24.29.233,queue-foxtrot-07657.ops.local,LEG-LEGACY-HR-OPS,23,5,1,5
10.24.29.234,api-echo-07658.corp.local,ALP-BILLING-SYS,5,2,5,2
10.24.29.235,auth-foxtrot-07659.ops.local,BRA-INDEX-SVC,11,3,5,3
10.24.29.236,cache-matrix-07660.ops.local,CHA-PROXY-SYS,28,5,3,5
10.24.29.237,batch-harbor-07661.corp.local,BRA-WAREHOUSE-SVC,22,3,5,5
10.24.29.238,cache-atlas-07662.ops.local,BRA-SYNC-APP,7,2,5,3
10.24.29.239,queue-zenith-07663.test.internal,BRA-REDIS-OPS,6,4,3,5
10.24.29.240,api-pixel-07664.assets.local,BRA-BI-SYS,30,1,5,3
10.24.29.241,jump-vector-07665.example.internal,BRA-LAKE-SYS,1,5,2,4
10.24.29.242,mon-orion-07666.example.internal,ALP-NOTIFY-SVC,28,3,1,3
10.24.29.243,portal-atlas-07667.labs.local,LEG-LEGACY-IDM-APP,11,5,5,5
10.24.29.244,report-pixel-07668.corp.local,BRA-MODEL-APP,4,4,2,4
10.24.29.245,cache-vector-07669.assets.local,CHA-DNS-APP,30,5,4,5
10.24.29.246,int-orion-07670.example.internal,LEG-LEGACY-IDM-APP,12,5,5,5
10.24.29.247,edge-nova-07671.assets.local,ALP-API-APP,16,5,4,3
10.24.29.248,jump-matrix-07672.ops.local,ALP-WEB-OPS,21,3,2,1
10.24.29.249,dmz-echo-07673.example.internal,ALP-PROFILE-SYS,19,4,4,1
10.24.29.250,worker-quartz-07674.test.internal,CHA-MONITOR-SVC,5,5,4,4
10.24.29.251,portal-bravo-07675.ops.local,CHA-WAF-APP,7,3,5,1
10.24.29.252,api-orion-07676.example.internal,LEG-LEGACY-FIN-OPS,4,5,5,4
10.24.29.253,queue-nova-07677.corp.local,BRA-MONGO-SVC,9,5,2,2
10.24.29.254,web-bravo-07678.test.internal,LEG-LEGACY-HR-OPS,22,2,1,5
10.24.29.255,portal-nova-07679.ops.local,ALP-AUTH-SVC,18,5,4,3
10.24.30.254,report-atlas-07680.ops.local,BRA-CACHE-OPS,18,3,5,5
10.24.30.1,queue-cedar-07681.assets.local,BRA-WAREHOUSE-SVC,20,1,4,2
10.24.30.2,batch-nova-07682.corp.local,ALP-ADMIN-SVC,26,2,1,2
10.24.30.3,edge-pixel-07683.corp.local,BRA-BATCH-SYS,15,4,4,4
10.24.30.4,node-delta-07684.labs.local,ALP-PORTAL-OPS,21,5,5,5
10.24.30.5,jump-vector-07685.ops.local,LEG-LEGACY-IDM-APP,13,5,5,4
10.24.30.6,db-pixel-07686.test.internal,BRA-LAKE-SYS,2,3,1,2
10.24.30.7,db-falcon-07687.ops.local,CHA-BACKUP-APP,18,3,5,5
10.24.30.8,node-summit-07688.test.internal,BRA-POSTGRES-APP,11,1,5,3
10.24.30.9,mon-foxtrot-07689.test.internal,ALP-BILLING-SYS,3,1,5,1
10.24.30.10,web-raven-07690.test.internal,ALP-ADMIN-SVC,30,1,3,5
10.24.30.11,web-falcon-07691.ops.local,BRA-STREAM-APP,24,4,1,1
10.24.30.12,queue-foxtrot-07692.assets.local,CHA-VPN-OPS,24,3,3,2
10.24.30.13,svc-atlas-07693.ops.local,LEG-LEGACY-CRM-SVC,14,1,5,5
10.24.30.14,dmz-falcon-07694.assets.local,BRA-POSTGRES-APP,8,3,4,1
10.24.30.15,auth-raven-07695.test.internal,BRA-BI-SYS,26,1,2,2
10.24.30.16,dmz-bravo-07696.ops.local,LEG-LEGACY-FIN-OPS,5,4,5,5
10.24.30.17,cache-raven-07697.test.internal,CHA-WAF-APP,6,3,3,1
10.24.30.18,db-cedar-07698.labs.local,CHA-MONITOR-SVC,0,3,1,3
10.24.30.19,svc-falcon-07699.example.internal,CHA-MONITOR-SVC,1,5,4,5
10.24.30.20,etl-pixel-07700.corp.local,BRA-MONGO-SVC,9,1,4,2
10.24.30.21,dmz-nova-07701.corp.local,LEG-LEGACY-CRM-SVC,30,5,4,5
10.24.30.22,node-pixel-07702.assets.local,ALP-PAY-OPS,26,5,3,1
10.24.30.23,report-raven-07703.assets.local,BRA-DATA-APP,19,3,3,5
10.24.30.24,batch-quartz-07704.ops.local,LEG-LEGACY-FIN-OPS,3,3,3,5
10.24.30.25,cache-orion-07705.corp.local,CHA-EDGE-SVC,12,1,2,1
10.24.30.26,svc-orion-07706.example.internal,ALP-API-APP,21,3,4,1
10.24.30.27,dmz-raven-07707.labs.local,BRA-POSTGRES-APP,10,3,1,2
10.24.30.28,mon-vector-07708.test.internal,LEG-LEGACY-IDM-APP,15,3,4,4
10.24.30.29,web-bravo-07709.assets.local,ALP-REPORT-SYS,27,3,1,4
10.24.30.30,proxy-quartz-07710.ops.local,LEG-LEGACY-FIN-OPS,3,5,4,4
10.24.30.31,dmz-charlie-07711.assets.local,CHA-EDGE-SVC,17,3,5,5
10.24.30.32,edge-summit-07712.test.internal,BRA-KAFKA-SVC,30,2,3,4
10.24.30.33,jump-zenith-07713.example.internal,LEG-LEGACY-IDM-APP,13,5,5,5
10.24.30.34,auth-zenith-07714.example.internal,ALP-API-APP,21,3,5,2
10.24.30.35,portal-raven-07715.example.internal,BRA-WAREHOUSE-SVC,16,2,3,5
10.24.30.36,batch-alpha-07716.corp.local,LEG-LEGACY-IDM-APP,12,5,3,5
10.24.30.37,web-vector-07717.ops.local,LEG-LEGACY-CRM-SVC,12,4,4,5
10.24.30.38,node-vector-07718.example.internal,BRA-MONGO-SVC,10,3,3,2
10.24.30.39,auth-ember-07719.example.internal,ALP-BILLING-SYS,6,4,2,4
10.24.30.40,web-delta-07720.labs.local,CHA-EDGE-SVC,13,5,2,5
10.24.30.41,worker-charlie-07721.assets.local,ALP-AUTH-SVC,12,4,1,5
10.24.30.42,portal-matrix-07722.assets.local,CHA-PROXY-SYS,30,4,4,5
10.24.30.43,db-echo-07723.labs.local,ALP-PAY-OPS,24,2,1,4
10.24.30.44,etl-cedar-07724.test.internal,BRA-SYNC-APP,6,1,5,3
10.24.30.45,queue-orion-07725.test.internal,CHA-PROXY-SYS,30,4,5,2
10.24.30.46,report-summit-07726.test.internal,BRA-INDEX-SVC,16,4,2,4
10.24.30.47,worker-raven-07727.example.internal,ALP-PORTAL-OPS,12,3,5,2
10.24.30.48,app-cedar-07728.example.internal,LEG-LEGACY-FIN-OPS,6,5,5,3
10.24.30.49,queue-falcon-07729.assets.local,BRA-ANALYTICS-APP,16,2,1,1
10.24.30.50,queue-raven-07730.assets.local,BRA-ANALYTICS-APP,30,3,4,3
10.24.30.51,app-delta-07731.ops.local,ALP-PROFILE-SYS,17,2,2,5
10.24.30.52,db-charlie-07732.example.internal,CHA-PROXY-SYS,28,4,3,4
10.24.30.53,portal-matrix-07733.corp.local,LEG-LEGACY-CRM-SVC,10,5,3,5
10.24.30.54,svc-charlie-07734.assets.local,CHA-VPN-OPS,28,3,1,1
10.24.30.55,cache-summit-07735.labs.local,ALP-WEB-OPS,16,5,5,4
10.24.30.56,mon-summit-07736.example.internal,ALP-ORDER-OPS,23,1,5,5
10.24.30.57,etl-alpha-07737.test.internal,ALP-API-APP,16,4,5,4
10.24.30.58,web-echo-07738.example.internal,BRA-MODEL-APP,4,3,3,2
10.24.30.59,proxy-charlie-07739.assets.local,CHA-DNS-APP,30,4,5,4
10.24.30.60,app-vector-07740.labs.local,LEG-LEGACY-CRM-SVC,11,4,4,5
10.24.30.61,dmz-delta-07741.test.internal,BRA-ETL-APP,8,1,1,3
10.24.30.62,dmz-foxtrot-07742.corp.local,BRA-BATCH-SYS,13,5,2,4
10.24.30.63,svc-cedar-07743.ops.local,ALP-AUTH-SVC,17,5,3,5
10.24.30.64,node-matrix-07744.example.internal,CHA-MONITOR-SVC,1,5,4,5
10.24.30.65,jump-orion-07745.ops.local,BRA-POSTGRES-APP,13,3,4,4
10.24.30.66,auth-quartz-07746.assets.local,LEG-LEGACY-HR-OPS,16,2,4,5
10.24.30.67,batch-pixel-07747.test.internal,ALP-WEB-OPS,20,5,2,5
10.24.30.68,report-pixel-07748.labs.local,BRA-MONGO-SVC,9,2,1,4
10.24.30.69,proxy-falcon-07749.assets.local,ALP-BILLING-SYS,3,3,3,2
10.24.30.70,app-harbor-07750.ops.local,BRA-BATCH-SYS,16,5,2,3
10.24.30.71,mon-alpha-07751.assets.local,BRA-KAFKA-SVC,27,4,5,5
10.24.30.72,edge-zenith-07752.test.internal,LEG-LEGACY-HR-OPS,20,4,5,5
10.24.30.73,jump-raven-07753.test.internal,ALP-AUTH-SVC,24,1,5,3
10.24.30.74,api-bravo-07754.ops.local,ALP-NOTIFY-SVC,30,2,3,5
10.24.30.75,int-harbor-07755.assets.local,BRA-BI-SYS,30,3,3,2
10.24.30.76,queue-foxtrot-07756.test.internal,BRA-CACHE-OPS,16,1,4,1
10.24.30.77,portal-raven-07757.assets.local,ALP-WEB-OPS,20,4,4,3
10.24.30.78,svc-foxtrot-07758.corp.local,BRA-REDIS-OPS,5,4,1,1
10.24.30.79,auth-quartz-07759.assets.local,ALP-PAY-OPS,30,2,2,4
10.24.30.80,portal-raven-07760.ops.local,CHA-WAF-APP,9,2,2,3
10.24.30.81,web-orion-07761.ops.local,BRA-INDEX-SVC,14,3,3,4
10.24.30.82,portal-atlas-07762.labs.local,LEG-LEGACY-CRM-SVC,12,4,5,4
10.24.30.83,auth-harbor-07763.assets.local,LEG-LEGACY-HR-OPS,23,5,4,1
10.24.30.84,auth-alpha-07764.example.internal,CHA-PROXY-SYS,30,4,5,5
10.24.30.85,api-nova-07765.labs.local,LEG-LEGACY-ERP-OPS,30,4,4,4
10.24.30.86,node-vector-07766.assets.local,ALP-ADMIN-SVC,21,1,3,1
10.24.30.87,int-orion-07767.test.internal,ALP-AUTH-SVC,16,3,5,5
10.24.30.88,web-ember-07768.labs.local,CHA-JUMP-SVC,11,1,4,2
10.24.30.89,cache-ember-07769.example.internal,ALP-WEB-OPS,20,3,4,5
10.24.30.90,svc-orion-07770.ops.local,BRA-INDEX-SVC,16,4,1,5
10.24.30.91,auth-echo-07771.test.internal,ALP-AUTH-SVC,19,5,5,5
10.24.30.92,web-summit-07772.assets.local,LEG-LEGACY-IDM-APP,13,5,5,5
10.24.30.93,worker-falcon-07773.test.internal,LEG-LEGACY-HR-OPS,16,4,2,2
10.24.30.94,worker-delta-07774.corp.local,LEG-LEGACY-FIN-OPS,1,4,4,4
10.24.30.95,portal-falcon-07775.corp.local,ALP-API-APP,26,2,4,4
10.24.30.96,api-vector-07776.example.internal,LEG-LEGACY-HR-OPS,25,3,4,1
10.24.30.97,cache-pixel-07777.corp.local,CHA-MONITOR-SVC,0,4,4,4
10.24.30.98,db-bravo-07778.corp.local,BRA-DATA-APP,18,5,4,2
10.24.30.99,report-echo-07779.corp.local,ALP-SEARCH-APP,5,3,3,1
10.24.30.100,report-zenith-07780.corp.local,LEG-LEGACY-CRM-SVC,12,4,4,4
10.24.30.101,int-echo-07781.corp.local,ALP-ADMIN-SVC,30,4,5,2
10.24.30.102,web-pixel-07782.test.internal,ALP-NOTIFY-SVC,26,1,5,3
10.24.30.103,db-foxtrot-07783.assets.local,ALP-SEARCH-APP,8,2,2,4
10.24.30.104,db-nova-07784.corp.local,ALP-ADMIN-SVC,28,4,3,4
10.24.30.105,edge-quartz-07785.ops.local,BRA-REDIS-OPS,7,5,3,2
10.24.30.106,jump-bravo-07786.labs.local,ALP-PROFILE-SYS,14,3,3,4
10.24.30.107,edge-echo-07787.labs.local,CHA-MONITOR-SVC,2,5,5,4
10.24.30.108,auth-summit-07788.assets.local,CHA-VPN-OPS,29,4,5,2
10.24.30.109,api-vector-07789.labs.local,BRA-ETL-APP,13,3,4,1
10.24.30.110,node-zenith-07790.test.internal,CHA-BACKUP-APP,17,2,3,5
10.24.30.111,api-bravo-07791.labs.local,CHA-MONITOR-SVC,1,5,2,5
10.24.30.112,jump-quartz-07792.labs.local,LEG-LEGACY-IDM-APP,10,5,5,5
10.24.30.113,svc-cedar-07793.example.internal,CHA-WAF-APP,8,4,1,5
10.24.30.114,app-zenith-07794.assets.local,CHA-WAF-APP,3,2,1,1
10.24.30.115,queue-zenith-07795.assets.local,ALP-API-APP,20,5,4,4
10.24.30.116,api-bravo-07796.corp.local,CHA-EDGE-SVC,12,2,1,3
10.24.30.117,queue-echo-07797.assets.local,BRA-INDEX-SVC,13,5,2,4
10.24.30.118,cache-quartz-07798.assets.local,CHA-MONITOR-SVC,3,5,4,1
10.24.30.119,jump-atlas-07799.assets.local,ALP-PORTAL-OPS,14,5,5,4
10.24.30.120,jump-echo-07800.assets.local,ALP-AUTH-SVC,18,5,3,3
10.24.30.121,edge-falcon-07801.labs.local,LEG-LEGACY-IDM-APP,13,5,3,4
10.24.30.122,api-harbor-07802.assets.local,CHA-MONITOR-SVC,4,5,4,4
10.24.30.123,int-pixel-07803.test.internal,LEG-LEGACY-IDM-APP,11,2,5,3
10.24.30.124,report-bravo-07804.assets.local,LEG-LEGACY-ERP-OPS,28,4,2,4
10.24.30.125,portal-bravo-07805.assets.local,CHA-MONITOR-SVC,3,3,5,4
10.24.30.126,int-summit-07806.labs.local,LEG-LEGACY-FIN-OPS,3,3,2,4
10.24.30.127,report-matrix-07807.test.internal,CHA-JUMP-SVC,9,4,5,3
10.24.30.128,proxy-harbor-07808.ops.local,BRA-MODEL-APP,6,4,3,2
10.24.30.129,mon-nova-07809.example.internal,CHA-WAF-APP,7,5,2,3
10.24.30.130,portal-zenith-07810.ops.local,LEG-LEGACY-ERP-OPS,22,4,2,3
10.24.30.131,node-quartz-07811.labs.local,LEG-LEGACY-FIN-OPS,5,4,2,5
10.24.30.132,auth-cedar-07812.ops.local,BRA-ETL-APP,14,4,5,2
10.24.30.133,db-echo-07813.assets.local,ALP-PORTAL-OPS,14,5,4,3
10.24.30.134,db-bravo-07814.corp.local,LEG-LEGACY-IDM-APP,14,5,5,1
10.24.30.135,cache-orion-07815.assets.local,LEG-LEGACY-ERP-OPS,25,5,4,5
10.24.30.136,node-quartz-07816.example.internal,ALP-API-APP,19,4,4,5
10.24.30.137,api-foxtrot-07817.corp.local,ALP-SEARCH-APP,5,2,1,3
10.24.30.138,report-harbor-07818.example.internal,BRA-STREAM-APP,25,5,4,3
10.24.30.139,api-nova-07819.labs.local,LEG-LEGACY-IDM-APP,13,5,5,5
10.24.30.140,portal-cedar-07820.assets.local,CHA-MONITOR-SVC,2,3,4,3
10.24.30.141,proxy-vector-07821.assets.local,LEG-LEGACY-FIN-OPS,6,4,3,5
10.24.30.142,edge-atlas-07822.corp.local,LEG-LEGACY-HR-OPS,16,3,5,5
10.24.30.143,batch-raven-07823.assets.local,BRA-ANALYTICS-APP,20,4,1,2
10.24.30.144,batch-delta-07824.labs.local,CHA-MAIL-OPS,5,3,1,1
10.24.30.145,edge-harbor-07825.corp.local,ALP-PORTAL-OPS,16,4,5,4
10.24.30.146,svc-matrix-07826.example.internal,ALP-ORDER-OPS,23,4,1,4
